word	zipf_frequency	tokens
enclisis	0.00	['enclisis']
enclitisch	0.00	['enclitisch']
encyclopedist	0.00	['encyclopedist']
endemie	0.00	['endemie']
endogeen	0.00	['endogeen']
endoniem	0.00	['endoniem']
endoparasiet	0.00	['endoparasiet']
endossant	0.00	['endossant']
endosseren	0.00	['endosseren']
endossering	0.00	['endossering']
endotherm	0.00	['endotherm']
energieadviseur	0.00	['energieadviseur']
energiearm	0.00	['energiearm']
energiearmoede	0.00	['energiearmoede']
energieaudit	0.00	['energieaudit']
energiebewust	0.00	['energiebewust']
energiebranche	0.00	['energiebranche']
energiecampagne	0.00	['energiecampagne']
energiegigant	0.00	['energiegigant']
energiegroep	0.00	['energiegroep']
energieheffing	0.00	['energieheffing']
energieknooppunt	0.00	['energieknooppunt']
energiekost	0.00	['energiekost']
energieloos	0.00	['energieloos']
energienota	0.00	['energienota']
energieopname	0.00	['energieopname']
energiepakket	0.00	['energiepakket']
energiepolitiek	0.00	['energiepolitiek']
energiepremie	0.00	['energiepremie']
energiesnoeier	0.00	['energiesnoeier']
energiestofwisseling	0.00	['energiestofwisseling']
energietaks	0.00	['energietaks']
energietoeslag	0.00	['energietoeslag']
energieverslindend	0.00	['energieverslindend']
energieverslinder	0.00	['energieverslinder']
energieverspillend	0.00	['energieverspillend']
energievretend	0.00	['energievretend']
energievreter	0.00	['energievreter']
energiewaakhond	0.00	['energiewaakhond']
energiewereld	0.00	['energiewereld']
enerlei	0.00	['enerlei']
enerveren	0.00	['enerveren']
engelengezicht	0.00	['engelengezicht']
engelin	0.00	['engelin']
engelrein	0.00	['engelrein']
engeltjesmaakster	0.00	['engeltjesmaakster']
engerling	0.00	['engerling']
enggeestig	0.00	['enggeestig']
enghartig	0.00	['enghartig']
engheid	0.00	['engheid']
engtevrees	0.00	['engtevrees']
enharmonisch	0.00	['enharmonisch']
enigerwijs	0.00	['enigerwijs']
enigmatisch	0.00	['enigmatisch']
enjambement	0.00	['enjambement']
enkeldaks	0.00	['enkeldaks']
enkellang	0.00	['enkellang']
enkeloperatie	0.00	['enkeloperatie']
enkelpartij	0.00	['enkelpartij']
enkelspeler	0.00	['enkelspeler']
enkelspelpartij	0.00	['enkelspelpartij']
enkelvoudsvorm	0.00	['enkelvoudsvorm']
enkhuizens	0.00	['enkhuizens']
enquêtebureau	0.00	['enquêtebureau']
enquêteformulier	0.00	['enquêteformulier']
enquêterapport	0.00	['enquêterapport']
enquêtering	0.00	['enquêtering']
enquêtevraag	0.00	['enquêtevraag']
enriques	0.00	['enriques']
enschedees	0.00	['enschedees']
ensemblecultuur	0.00	['ensemblecultuur']
entameren	0.00	['entameren']
enternet	0.00	['enternet']
enterokok	0.00	['enterokok']
entertainmentbranche	0.00	['entertainmentbranche']
entertainmentconcern	0.00	['entertainmentconcern']
entertainmentgigant	0.00	['entertainmentgigant']
entertoets	0.00	['entertoets']
enthousiasmerend	0.00	['enthousiasmerend']
entmes	0.00	['entmes']
entomologe	0.00	['entomologe']
entomologisch	0.00	['entomologisch']
entraineren	0.00	['entraineren']
entreebedrag	0.00	['entreebedrag']
entreekosten	0.00	['entreekosten']
entreeticket	0.00	['entreeticket']
entremets	0.00	['entremets']
entrijs	0.00	['entrijs']
entstof	0.00	['entstof']
entwas	0.00	['entwas']
enumeratie	0.00	['enumeratie']
enuntiatief	0.00	['enuntiatief']
enveloppenfinanciering	0.00	['enveloppenfinanciering']
eoliet	0.00	['eoliet']
eolisch	0.00	['eolisch']
eolusharp	0.00	['eolusharp']
epacta	0.00	['epacta']
epateren	0.00	['epateren']
epenthesis	0.00	['epenthesis']
epenthetisch	0.00	['epenthetisch']
epicuristisch	0.00	['epicuristisch']
epidiascoop	0.00	['epidiascoop']
epigonisme	0.00	['epigonisme']
epigrafie	0.00	['epigrafie']
epigrammatisch	0.00	['epigrammatisch']
epilatie	0.00	['epilatie']
epileerapparaat	0.00	['epileerapparaat']
epilepsiepatiënt	0.00	['epilepsiepatiënt']
episcoop	0.00	['episcoop']
episcopie	0.00	['episcopie']
epistemoloog	0.00	['epistemoloog']
eponiem	0.00	['eponiem']
eponiemenwoordenboek	0.00	['eponiemenwoordenboek']
epopee	0.00	['epopee']
epotest	0.00	['epotest']
epuratie	0.00	['epuratie']
equatie	0.00	['equatie']
equatoriaal-guineeër	0.00	['equatoriaal', 'guineeër']
equidistant	0.00	['equidistant']
equinoctiaal	0.00	['equinoctiaal']
equiperen	0.00	['equiperen']
erbens	0.00	['erbens']
ereambt	0.00	['ereambt']
ereblijk	0.00	['ereblijk']
erecomité	0.00	['erecomité']
ereconsul	0.00	['ereconsul']
erectiemiddel	0.00	['erectiemiddel']
eredegen	0.00	['eredegen']
erediploma	0.00	['erediploma']
eredivisieteam	0.00	['eredivisieteam']
erefunctie	0.00	['erefunctie']
eregeld	0.00	['eregeld']
erejury	0.00	['erejury']
erekrans	0.00	['erekrans']
erelint	0.00	['erelint']
ereloge	0.00	['ereloge']
eremiet	0.00	['eremiet']
eremis	0.00	['eremis']
eremoord	0.00	['eremoord']
ereorde	0.00	['ereorde']
erepark	0.00	['erepark']
ereplak	0.00	['ereplak']
erepost	0.00	['erepost']
ereterras	0.00	['ereterras']
erewijn	0.00	['erewijn']
erewraak	0.00	['erewraak']
erezuil	0.00	['erezuil']
erffactor	0.00	['erffactor']
erfgerechtigd	0.00	['erfgerechtigd']
erfgerechtigde	0.00	['erfgerechtigde']
erfgrond	0.00	['erfgrond']
erfhuis	0.00	['erfhuis']
erfland	0.00	['erfland']
erflating	0.00	['erflating']
erfoom	0.00	['erfoom']
erfpachtcanon	0.00	['erfpachtcanon']
erfpachtcontract	0.00	['erfpachtcontract']
erfpachtgrond	0.00	['erfpachtgrond']
erfpachtherziening	0.00	['erfpachtherziening']
erfpachtkwestie	0.00	['erfpachtkwestie']
erfprinses	0.00	['erfprinses']
erfrechtelijk	0.00	['erfrechtelijk']
erfrente	0.00	['erfrente']
erfschuld	0.00	['erfschuld']
erftante	0.00	['erftante']
erfvredebreuk	0.00	['erfvredebreuk']
erfwet	0.00	['erfwet']
erfwoning	0.00	['erfwoning']
ergdenkend	0.00	['ergdenkend']
ergerlijkheid	0.00	['ergerlijkheid']
ergerniswekkend	0.00	['ergerniswekkend']
ergheid	0.00	['ergheid']
eritreër	0.00	['eritreër']
erkenner	0.00	['erkenner']
erkenningsvoorwaarde	0.00	['erkenningsvoorwaarde']
erkerraam	0.00	['erkerraam']
ermede	0.00	['ermede']
erna's	0.00	["erna's"]
ernevens	0.00	['ernevens']
ernsts	0.00	['ernsts']
erogeen	0.00	['erogeen']
eropin	0.00	['eropin']
eropna	0.00	['eropna']
erosieproces	0.00	['erosieproces']
erotiseren	0.00	['erotiseren']
erotogeen	0.00	['erotogeen']
erotomaan	0.00	['erotomaan']
erratisch	0.00	['erratisch']
ertsader	0.00	['ertsader']
eruptief	0.00	['eruptief']
ervaarbaar	0.00	['ervaarbaar']
ervaringsbewijs	0.00	['ervaringsbewijs']
ervaringsfeit	0.00	['ervaringsfeit']
ervaringsgegeven	0.00	['ervaringsgegeven']
ervaringsleer	0.00	['ervaringsleer']
erwtenbed	0.00	['erwtenbed']
erwtenkever	0.00	['erwtenkever']
erwtenpuree	0.00	['erwtenpuree']
erwtenschieter	0.00	['erwtenschieter']
erytropoëtine	0.00	['erytropoëtine']
esbattement	0.00	['esbattement']
escalope	0.00	['escalope']
escortbranche	0.00	['escortbranche']
esdoren	0.00	['esdoren']
eskimohut	0.00	['eskimohut']
esmées	0.00	['esmées']
esoterisme	0.00	['esoterisme']
espadrille	0.00	['espadrille']
espagnolet	0.00	['espagnolet']
espartogras	0.00	['espartogras']
espenhout	0.00	['espenhout']
espens	0.00	['espens']
esperantist	0.00	['esperantist']
espressokoffie	0.00	['espressokoffie']
esra's	0.00	["esra's"]
essaai	0.00	['essaai']
essayeren	0.00	['essayeren']
essayeur	0.00	['essayeur']
essayiste	0.00	['essayiste']
esseen	0.00	['esseen']
essenboom	0.00	['essenboom']
essenbos	0.00	['essenbos']
essentialia	0.00	['essentialia']
estafetteactie	0.00	['estafetteactie']
estafettedienst	0.00	['estafettedienst']
estafettestaking	0.00	['estafettestaking']
estafettestok	0.00	['estafettestok']
estheticus	0.00	['estheticus']
esthetisering	0.00	['esthetisering']
estlander	0.00	['estlander']
estrade	0.00	['estrade']
estrik	0.00	['estrik']
etagebed	0.00	['etagebed']
etagère	0.00	['etagère']
etalageartikel	0.00	['etalageartikel']
etalageraam	0.00	['etalageraam']
etalagist	0.00	['etalagist']
etensgeur	0.00	['etensgeur']
etenskast	0.00	['etenskast']
etenslucht	0.00	['etenslucht']
etensrest	0.00	['etensrest']
etensuur	0.00	['etensuur']
eterij	0.00	['eterij']
eternieten	0.00	['eternieten']
etgras	0.00	['etgras']
etgroen	0.00	['etgroen']
etherpiraat	0.00	['etherpiraat']
ethervervuiling	0.00	['ethervervuiling']
etholoog	0.00	['etholoog']
etiennes	0.00	['etiennes']
etiquetteboek	0.00	['etiquetteboek']
etsdruk	0.00	['etsdruk']
etsgrond	0.00	['etsgrond']
etskunst	0.00	['etskunst']
etsnaald	0.00	['etsnaald']
etswerk	0.00	['etswerk']
ettelijk	0.00	['ettelijk']
etterachtig	0.00	['etterachtig']
etterbuil	0.00	['etterbuil']
etterend	0.00	['etterend']
etymologicon	0.00	['etymologicon']
etymoloog	0.00	['etymoloog']
eubiotiek	0.00	['eubiotiek']
euclidisch	0.00	['euclidisch']
eufonie	0.00	['eufonie']
eufonisch	0.00	['eufonisch']
eugenese	0.00	['eugenese']
eugenetisch	0.00	['eugenetisch']
eugènes	0.00	['eugènes']
euraziatisch	0.00	['euraziatisch']
eurobankbiljet	0.00	['eurobankbiljet']
eurocheque	0.00	['eurocheque']
eurocommunisme	0.00	['eurocommunisme']
eurocraat	0.00	['eurocraat']
eurodollar	0.00	['eurodollar']
euroforie	0.00	['euroforie']
eurogeld	0.00	['eurogeld']
eurokit	0.00	['eurokit']
eurokoers	0.00	['eurokoers']
euroloodvrij	0.00	['euroloodvrij']
euromarkt	0.00	['euromarkt']
europacupfinale	0.00	['europacupfinale']
europeaans	0.00	['europeaans']
europeeër	0.00	['europeeër']
europide	0.00	['europide']
europrijs	0.00	['europrijs']
europroject	0.00	['europroject']
euroreferendum	0.00	['euroreferendum']
eurosceptisch	0.00	['eurosceptisch']
euthanasiebeleid	0.00	['euthanasiebeleid']
euthanasiedebat	0.00	['euthanasiedebat']
euthanasiediscussie	0.00	['euthanasiediscussie']
euthanasiegeval	0.00	['euthanasiegeval']
euthanasieregeling	0.00	['euthanasieregeling']
euthanasievereniging	0.00	['euthanasievereniging']
euthanasievraag	0.00	['euthanasievraag']
euthanasiewens	0.00	['euthanasiewens']
euthanasiezaak	0.00	['euthanasiezaak']
eutrofie	0.00	['eutrofie']
euveldaad	0.00	['euveldaad']
euvelmoed	0.00	['euvelmoed']
euzie	0.00	['euzie']
evacuatiegebied	0.00	['evacuatiegebied']
evacuatiekosten	0.00	['evacuatiekosten']
evacuee	0.00	['evacuee']
evaluatief	0.00	['evaluatief']
evaluatiemoment	0.00	['evaluatiemoment']
evaluatieronde	0.00	['evaluatieronde']
evaporatie	0.00	['evaporatie']
evaporeren	0.00	['evaporeren']
evasie	0.00	['evasie']
eveliens	0.00	['eveliens']
evelines	0.00	['evelines']
evelyns	0.00	['evelyns']
evenementenplein	0.00	['evenementenplein']
evenementenvuurwerk	0.00	['evenementenvuurwerk']
evenhoevig	0.00	['evenhoevig']
evenhoevige	0.00	['evenhoevige']
evenmatig	0.00	['evenmatig']
evennaaste	0.00	['evennaaste']
evennachtslijn	0.00	['evennachtslijn']
evenwichtskunst	0.00	['evenwichtskunst']
evenwichtskunstenaar	0.00	['evenwichtskunstenaar']
evenwichtssituatie	0.00	['evenwichtssituatie']
evergemmenaar	0.00	['evergemmenaar']
evergems	0.00	['evergems']
evergemse	0.00	['evergemse']
evi's	0.00	["evi's"]
evolutief	0.00	['evolutief']
evolutiegedachte	0.00	['evolutiegedachte']
evolutionistisch	0.00	['evolutionistisch']
evoqueren	0.00	['evoqueren']
ewans	0.00	['ewans']
ewouds	0.00	['ewouds']
ewouts	0.00	['ewouts']
ex-cathedraonderwijs	0.00	['ex', 'cathedraonderwijs']
exalteren	0.00	['exalteren']
examendatum	0.00	['examendatum']
exameneis	0.00	['exameneis']
examengeld	0.00	['examengeld']
examenleerling	0.00	['examenleerling']
examenlokaal	0.00	['examenlokaal']
examenonderdeel	0.00	['examenonderdeel']
examenprocedure	0.00	['examenprocedure']
examenreglement	0.00	['examenreglement']
examenresultaat	0.00	['examenresultaat']
examenrooster	0.00	['examenrooster']
examenwerk	0.00	['examenwerk']
examenzaal	0.00	['examenzaal']
examinatrice	0.00	['examinatrice']
excasso	0.00	['excasso']
excerperen	0.00	['excerperen']
exciteren	0.00	['exciteren']
exclamatie	0.00	['exclamatie']
excrement	0.00	['excrement']
excusabel	0.00	['excusabel']
executant	0.00	['executant']
executiesnelheid	0.00	['executiesnelheid']
executoir	0.00	['executoir']
exemplair	0.00	['exemplair']
exhiberen	0.00	['exhiberen']
exhibitum	0.00	['exhibitum']
exhumatie	0.00	['exhumatie']
existentiefilosofie	0.00	['existentiefilosofie']
exitgesprek	0.00	['exitgesprek']
exogamie	0.00	['exogamie']
exorciseren	0.00	['exorciseren']
exordium	0.00	['exordium']
exoterisch	0.00	['exoterisch']
exotherm	0.00	['exotherm']
exotiek	0.00	['exotiek']
expansiebeleid	0.00	['expansiebeleid']
expansiepolitiek	0.00	['expansiepolitiek']
expansiezucht	0.00	['expansiezucht']
expansionisme	0.00	['expansionisme']
expansionistisch	0.00	['expansionistisch']
expeditieknooppunt	0.00	['expeditieknooppunt']
expeditionair	0.00	['expeditionair']
expediënt	0.00	['expediënt']
expediëren	0.00	['expediëren']
expensief	0.00	['expensief']
experimenteerfase	0.00	['experimenteerfase']
experimenteerlust	0.00	['experimenteerlust']
experimenteerzucht	0.00	['experimenteerzucht']
expertenpanel	0.00	['expertenpanel']
expertisebureau	0.00	['expertisebureau']
expertiserapport	0.00	['expertiserapport']
expireren	0.00	['expireren']
expletief	0.00	['expletief']
explicateur	0.00	['explicateur']
explicatie	0.00	['explicatie']
expliceren	0.00	['expliceren']
expliqueren	0.00	['expliqueren']
exploitabel	0.00	['exploitabel']
exploitatiebegroting	0.00	['exploitatiebegroting']
exploitatiebijdrage	0.00	['exploitatiebijdrage']
exploiteerbaar	0.00	['exploiteerbaar']
exploratiefase	0.00	['exploratiefase']
explosiemotor	0.00	['explosiemotor']
exportaandeel	0.00	['exportaandeel']
exportartikel	0.00	['exportartikel']
exportbeleid	0.00	['exportbeleid']
exportbeperking	0.00	['exportbeperking']
exportbevordering	0.00	['exportbevordering']
exportcijfer	0.00	['exportcijfer']
exporteconomie	0.00	['exporteconomie']
exportfinanciering	0.00	['exportfinanciering']
exportgericht	0.00	['exportgericht']
exportgroei	0.00	['exportgroei']
exportgroep	0.00	['exportgroep']
exporthandel	0.00	['exporthandel']
exportindustrie	0.00	['exportindustrie']
exportkampioen	0.00	['exportkampioen']
exportkrediet	0.00	['exportkrediet']
exportkredietverzekering	0.00	['exportkredietverzekering']
exportmanager	0.00	['exportmanager']
exportpositie	0.00	['exportpositie']
exportquotum	0.00	['exportquotum']
exportregel	0.00	['exportregel']
exportsector	0.00	['exportsector']
exportsteun	0.00	['exportsteun']
exportstop	0.00	['exportstop']
exportsubsidie	0.00	['exportsubsidie']
exportsucces	0.00	['exportsucces']
exportvolume	0.00	['exportvolume']
expresbrief	0.00	['expresbrief']
expressieloos	0.00	['expressieloos']
expressievak	0.00	['expressievak']
expressievorm	0.00	['expressievorm']
externaat	0.00	['externaat']
exterritoriaal	0.00	['exterritoriaal']
exterritorialiteit	0.00	['exterritorialiteit']
extirpatie	0.00	['extirpatie']
extirpator	0.00	['extirpator']
extirperen	0.00	['extirperen']
extra-uterien	0.00	['extra', 'uterien']
extracellulair	0.00	['extracellulair']
extractief	0.00	['extractief']
extralegaal	0.00	['extralegaal']
extraparlementair	0.00	['extraparlementair']
extrapiramidaal	0.00	['extrapiramidaal']
extrasystole	0.00	['extrasystole']
extraterritoriaal	0.00	['extraterritoriaal']
extrême	0.00	['extrême']
exuberantie	0.00	['exuberantie']
ezelachtig	0.00	['ezelachtig']
ezelarij	0.00	['ezelarij']
ezelen	0.00	['ezelen']
ezelkar	0.00	['ezelkar']
ezelsbank	0.00	['ezelsbank']
ezelsbord	0.00	['ezelsbord']
ezelskar	0.00	['ezelskar']
ezelsvel	0.00	['ezelsvel']
ezelsveulen	0.00	['ezelsveulen']
ezelwagen	0.00	['ezelwagen']
eïs	0.00	['eïs']
faalangstig	0.00	['faalangstig']
faalkost	0.00	['faalkost']
fabelleer	0.00	['fabelleer']
fabians	0.00	['fabians']
fabio's	0.00	["fabio's"]
fabricagehal	0.00	['fabricagehal']
fabrices	0.00	['fabrices']
fabrieksaardappel	0.00	['fabrieksaardappel']
fabrieksarbeid	0.00	['fabrieksarbeid']
fabrieksfout	0.00	['fabrieksfout']
fabrieksgoederen	0.00	['fabrieksgoederen']
fabrieksloods	0.00	['fabrieksloods']
fabriekspersoneel	0.00	['fabriekspersoneel']
fabriekssirene	0.00	['fabriekssirene']
fabriekssluiting	0.00	['fabriekssluiting']
fabuleren	0.00	['fabuleren']
facebookprofiel	0.00	['facebookprofiel']
faceliften	0.00	['faceliften']
facetoog	0.00	['facetoog']
faciel	0.00	['faciel']
factitief	0.00	['factitief']
factoor	0.00	['factoor']
factoranalyse	0.00	['factoranalyse']
factureerbaar	0.00	['factureerbaar']
facturist	0.00	['facturist']
factuurbasis	0.00	['factuurbasis']
factuurgegeven	0.00	['factuurgegeven']
factuurgegevens	0.00	['factuurgegevens']
faculteitskring	0.00	['faculteitskring']
faeröerder	0.00	['faeröerder']
fagocyt	0.00	['fagocyt']
fagocytose	0.00	['fagocytose']
failleren	0.00	['failleren']
faillissementscurator	0.00	['faillissementscurator']
faillissementsrechtbank	0.00	['faillissementsrechtbank']
faillissementsrechter	0.00	['faillissementsrechter']
faillissementsverkoop	0.00	['faillissementsverkoop']
faillissementswetgeving	0.00	['faillissementswetgeving']
faisals	0.00	['faisals']
fakkeldraagster	0.00	['fakkeldraagster']
fakkelgras	0.00	['fakkelgras']
fakkellicht	0.00	['fakkellicht']
falangist	0.00	['falangist']
falasha	0.00	['falasha']
falasja	0.00	['falasja']
falbala	0.00	['falbala']
falderappes	0.00	['falderappes']
falklandeilander	0.00	['falklandeilander']
falklandeilands	0.00	['falklandeilands']
fallocratie	0.00	['fallocratie']
falsaris	0.00	['falsaris']
falsifieerbaar	0.00	['falsifieerbaar']
falsifiëren	0.00	['falsifiëren']
familiaar	0.00	['familiaar']
familiariseren	0.00	['familiariseren']
familieberaad	0.00	['familieberaad']
familiebericht	0.00	['familiebericht']
familiebetrekking	0.00	['familiebetrekking']
familiebijbel	0.00	['familiebijbel']
familieblad	0.00	['familieblad']
familiecamping	0.00	['familiecamping']
familieclan	0.00	['familieclan']
familiecommissie	0.00	['familiecommissie']
familieconcern	0.00	['familieconcern']
familieconflict	0.00	['familieconflict']
familiegelijkenis	0.00	['familiegelijkenis']
familiegoed	0.00	['familiegoed']
familiejuweel	0.00	['familiejuweel']
familiekomedie	0.00	['familiekomedie']
familiekwaal	0.00	['familiekwaal']
familieomstandigheid	0.00	['familieomstandigheid']
familiepraktijk	0.00	['familiepraktijk']
familieprobleem	0.00	['familieprobleem']
familierechercheur	0.00	['familierechercheur']
familieregering	0.00	['familieregering']
familiesage	0.00	['familiesage']
familiesport	0.00	['familiesport']
familiestichting	0.00	['familiestichting']
familiesysteem	0.00	['familiesysteem']
familietherapeute	0.00	['familietherapeute']
familietherapie	0.00	['familietherapie']
familietrek	0.00	['familietrek']
familietwist	0.00	['familietwist']
familieverhouding	0.00	['familieverhouding']
familieziek	0.00	['familieziek']
familiezin	0.00	['familiezin']
famkes	0.00	['famkes']
fanaal	0.00	['fanaal']
fanatica	0.00	['fanatica']
fanatisch	0.00	['fanatisch']
fantasiebeeld	0.00	['fantasiebeeld']
fantasiedier	0.00	['fantasiedier']
fantasieloosheid	0.00	['fantasieloosheid']
fantasmagorie	0.00	['fantasmagorie']
fantasme	0.00	['fantasme']
fantaste	0.00	['fantaste']
fantasyboek	0.00	['fantasyboek']
farceren	0.00	['farceren']
farceur	0.00	['farceur']
farde	0.00	['farde']
farizees	0.00	['farizees']
farizeïsch	0.00	['farizeïsch']
farizeïsme	0.00	['farizeïsme']
farmacieconcern	0.00	['farmacieconcern']
farmaciegigant	0.00	['farmaciegigant']
farmaciereus	0.00	['farmaciereus']
farmaconcern	0.00	['farmaconcern']
farmareus	0.00	['farmareus']
farmatak	0.00	['farmatak']
faryngaal	0.00	['faryngaal']
faryngectomie	0.00	['faryngectomie']
fascine	0.00	['fascine']
fascistengroet	0.00	['fascistengroet']
fascistenleider	0.00	['fascistenleider']
fasehoek	0.00	['fasehoek']
fasespanning	0.00	['fasespanning']
fastfoodindustrie	0.00	['fastfoodindustrie']
fastfoodsector	0.00	['fastfoodsector']
fatsen	0.00	['fatsen']
fatsoenering	0.00	['fatsoenering']
fatsoenshalve	0.00	['fatsoenshalve']
fatsoensnorm	0.00	['fatsoensnorm']
fatsoensrakker	0.00	['fatsoensrakker']
fatterig	0.00	['fatterig']
fatterigheid	0.00	['fatterigheid']
fattig	0.00	['fattig']
faunabeheerder	0.00	['faunabeheerder']
faustiaans	0.00	['faustiaans']
fauvist	0.00	['fauvist']
fauvistisch	0.00	['fauvistisch']
favorabel	0.00	['favorabel']
favoriseren	0.00	['favoriseren']
faxapparatuur	0.00	['faxapparatuur']
faxbericht	0.00	['faxbericht']
faxkosten	0.00	['faxkosten']
faxpost	0.00	['faxpost']
faxverkeer	0.00	['faxverkeer']
fazantenhaan	0.00	['fazantenhaan']
fazantenhen	0.00	['fazantenhen']
faëton	0.00	['faëton']
februaridag	0.00	['februaridag']
februarimaand	0.00	['februarimaand']
februarinummer	0.00	['februarinummer']
fedajien	0.00	['fedajien']
federatievoorzitter	0.00	['federatievoorzitter']
federeren	0.00	['federeren']
feelgoodfilm	0.00	['feelgoodfilm']
feestartikelenwinkel	0.00	['feestartikelenwinkel']
feestdatum	0.00	['feestdatum']
feesteling	0.00	['feesteling']
feestgevoel	0.00	['feestgevoel']
feestgewaad	0.00	['feestgewaad']
feestgewoel	0.00	['feestgewoel']
feestmaand	0.00	['feestmaand']
feestmars	0.00	['feestmars']
feestmenu	0.00	['feestmenu']
feestmiddag	0.00	['feestmiddag']
feestperiode	0.00	['feestperiode']
feestroes	0.00	['feestroes']
feestsfeer	0.00	['feestsfeer']
feestvierster	0.00	['feestvierster']
feestweekeinde	0.00	['feestweekeinde']
feeërie	0.00	['feeërie']
feilloosheid	0.00	['feilloosheid']
feitencomplex	0.00	['feitencomplex']
feitenoverzicht	0.00	['feitenoverzicht']
felicitatieregister	0.00	['felicitatieregister']
felicitatietelegram	0.00	['felicitatietelegram']
felipes	0.00	['felipes']
fellaga	0.00	['fellaga']
fellah	0.00	['fellah']
fellatie	0.00	['fellatie']
feloek	0.00	['feloek']
felomstreden	0.00	['felomstreden']
felonie	0.00	['felonie']
felverlicht	0.00	['felverlicht']
femel	0.00	['femel']
femelaar	0.00	['femelaar']
femelarij	0.00	['femelarij']
femelen	0.00	['femelen']
feminisatie	0.00	['feminisatie']
fenakistiscoop	0.00	['fenakistiscoop']
feniciër	0.00	['feniciër']
fenna's	0.00	["fenna's"]
fennes	0.00	['fennes']
fenomenalisme	0.00	['fenomenalisme']
fenomenoloog	0.00	['fenomenoloog']
feppen	0.00	['feppen']
ferdy's	0.00	["ferdy's"]
fermate	0.00	['fermate']
fermeteit	0.00	['fermeteit']
fermheid	0.00	['fermheid']
fermiteit	0.00	['fermiteit']
fermoor	0.00	['fermoor']
fernands	0.00	['fernands']
ferres	0.00	['ferres']
ferrietantenne	0.00	['ferrietantenne']
ferrometaal	0.00	['ferrometaal']
fertiel	0.00	['fertiel']
festivaldirectie	0.00	['festivaldirectie']
festivalganger	0.00	['festivalganger']
festivalorganisatie	0.00	['festivalorganisatie']
festivalpubliek	0.00	['festivalpubliek']
festivalsfeer	0.00	['festivalsfeer']
festivalstad	0.00	['festivalstad']
feston	0.00	['feston']
fetisjistisch	0.00	['fetisjistisch']
feudaal	0.00	['feudaal']
feuilletonvorm	0.00	['feuilletonvorm']
fezelen	0.00	['fezelen']
fiancee	0.00	['fiancee']
fiancé	0.00	['fiancé']
fiatteur	0.00	['fiatteur']
fibreus	0.00	['fibreus']
fibril	0.00	['fibril']
fichier	0.00	['fichier']
fichu	0.00	['fichu']
fictionaliseren	0.00	['fictionaliseren']
fideï-commis	0.00	['fideï', 'commis']
fiedelen	0.00	['fiedelen']
fieldwork	0.00	['fieldwork']
fielt	0.00	['fielt']
fielterig	0.00	['fielterig']
fielterij	0.00	['fielterij']
fieltig	0.00	['fieltig']
fiens	0.00	['fiens']
fietsaccessoire	0.00	['fietsaccessoire']
fietsaftrek	0.00	['fietsaftrek']
fietsblok	0.00	['fietsblok']
fietsbus	0.00	['fietsbus']
fietscafé	0.00	['fietscafé']
fietscrossen	0.00	['fietscrossen']
fietsdrager	0.00	['fietsdrager']
fietseling	0.00	['fietseling']
fietsendrager	0.00	['fietsendrager']
fietsenhandelaar	0.00	['fietsenhandelaar']
fietsenmaakster	0.00	['fietsenmaakster']
fietsergometer	0.00	['fietsergometer']
fietserstunnel	0.00	['fietserstunnel']
fietsflat	0.00	['fietsflat']
fietshandelaar	0.00	['fietshandelaar']
fietsjongen	0.00	['fietsjongen']
fietskaart	0.00	['fietskaart']
fietskader	0.00	['fietskader']
fietskamperen	0.00	['fietskamperen']
fietskleding	0.00	['fietskleding']
fietsklem	0.00	['fietsklem']
fietsknooppunt	0.00	['fietsknooppunt']
fietslamp	0.00	['fietslamp']
fietslengte	0.00	['fietslengte']
fietsles	0.00	['fietsles']
fietslicht	0.00	['fietslicht']
fietsmaker	0.00	['fietsmaker']
fietsmand	0.00	['fietsmand']
fietsnet	0.00	['fietsnet']
fietsongeval	0.00	['fietsongeval']
fietspadennet	0.00	['fietspadennet']
fietspet	0.00	['fietspet']
fietsplaat	0.00	['fietsplaat']
fietsplan	0.00	['fietsplan']
fietspont	0.00	['fietspont']
fietsprovincie	0.00	['fietsprovincie']
fietsreflector	0.00	['fietsreflector']
fietsrek	0.00	['fietsrek']
fietssport	0.00	['fietssport']
fietstechniek	0.00	['fietstechniek']
fietstest	0.00	['fietstest']
fietstoerist	0.00	['fietstoerist']
fietstrommel	0.00	['fietstrommel']
fietsvaardigheid	0.00	['fietsvaardigheid']
fietsventiel	0.00	['fietsventiel']
fietsweek	0.00	['fietsweek']
fietszoektocht	0.00	['fietszoektocht']
fightingspirit	0.00	['fightingspirit']
figurisme	0.00	['figurisme']
fijfel	0.00	['fijfel']
fijfelen	0.00	['fijfelen']
fijidollar	0.00	['fijidollar']
fijisch	0.00	['fijisch']
fijiër	0.00	['fijiër']
fijnbankwerker	0.00	['fijnbankwerker']
fijnbesneden	0.00	['fijnbesneden']
fijnkauwen	0.00	['fijnkauwen']
fijnsnijden	0.00	['fijnsnijden']
fijnte	0.00	['fijnte']
fijntje	0.00	['fijntje']
fijnwrijven	0.00	['fijnwrijven']
fikfakken	0.00	['fikfakken']
fiksheid	0.00	['fiksheid']
filariasis	0.00	['filariasis']
filebestrijding	0.00	['filebestrijding']
fileerder	0.00	['fileerder']
filemelding	0.00	['filemelding']
fileproblematiek	0.00	['fileproblematiek']
filesysteem	0.00	['filesysteem']
filevrij	0.00	['filevrij']
filiatie	0.00	['filiatie']
filibusteren	0.00	['filibusteren']
filigram	0.00	['filigram']
